rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,source,price_score,growth_score,commission_score,competition_score,lifecycle_score,shop_score,market_heat,viability,potential,markers
263,"Unisex Tiger Eye & Green Aventurine Beaded Crystal Bracelet - Adjustable Size (5.9-7.87in) Accessories for Adults, Abundance & Prosperity, Wealth-Attracting Anniversary Costume Jewelry",,2243.0,2.51,2.93,31.49,15.0,,Arpurraina Shop,手环与手链,,,products_sales_us.csv,60.0,50.6,75.0,20.0,60.0,60.0,53.4,55.8,53.4,
289,【SummerVibes】SUNGAIT Men's Military Polarized Aviator Sunglasses UV400 Protection Unisex HD Lens Bayonet Temples for Outdoor Activities Mirrored Shades Anti Uv,,2135.0,3.97,2.62,45.87,15.0,,SUNGAIT,太阳镜,,,products_sales_us.csv,60.0,50.4,75.0,20.0,60.0,60.0,53.3,55.8,53.4,
67,"HAILTH Pro Elastic No Buckle Invisible Belt for Men and Women(2 Pack) - Multiple Color & Fit Options, Patented Buckle-Free Design, Gift Box Included - for Summer Vibes, Outdoor Fun,summerwins tiktokshopbacktoschool",,4428.0,5.59,8.67,111.75,12.0,,HAILTH,皮带,,,products_sales_us.csv,60.0,57.8,60.0,20.0,60.0,60.0,58.5,52.0,53.3,
163,Lush Haute Headband Deep Wave Synthetic Wig 24 Inches Deep Wave Wigs for Women Glueless None Lace Wig with Headband Attached Synthetic Wigs,,2902.0,8.43,9348.0,26.81,10.0,,Lush Haute,化纤全机制头套,,,products_sales_us.csv,60.0,50.6,50.0,44.0,60.0,60.0,53.4,54.3,53.3,
238,Lush Haute New Afro V Part with Curly in the End Wig Kinky Synthetic Hair Texture with Unique Bouncy Curls in the End 20 Inch Soft Curly Full Hair V Part Wigs Synthetic for Women No Leave out Clip in Half Wig,,2395.0,8.9,3.65,149.63,10.0,,Lush Haute,化纤全机制头套,,,products_sales_us.csv,60.0,50.8,50.0,44.0,60.0,60.0,53.6,54.3,53.3,
89,"Crystal Beaded Bracelets for Women and Men - Tiger Eye, Obsidian, Black Tourmaline Jewelry for Banquet Party - Money Attraction, Good Luck, Protection Bracelet Encouragement Gift for Her couple bracelet Daily Wear backtoschool",,3935.0,2.96,8265.0,7.57,13.0,,Charmed Matrix,手环与手链,,,products_sales_us.csv,60.0,54.4,65.0,20.0,60.0,60.0,56.1,53.2,53.1,
203,"EUNOIALENS Women's Fit Over Square Frame Sunglasses - Oversized Polarized Lenses, UV400 Protection, T-Zone Temples, Wrap-Around Design, for Casual Driving & Daily Wear, Stylish Women's Gift Accessory, Sunglasses For Women",,2606.0,4.0,3221.0,4.96,15.0,,DS high quality goods,太阳镜,,,products_sales_us.csv,60.0,49.5,75.0,20.0,60.0,60.0,52.7,55.8,53.1,
445,"14K Laminated Heart Necklace for Women, 2mm Gold Chain, Elegant Heart Pendant, Gift for Mom & Her",,1562.0,2.4,3126.0,4.67,16.5,,BRILLO ETERNO,项链,,,products_sales_us.csv,60.0,45.7,82.5,20.0,60.0,60.0,50.0,57.6,53.1,
58,Tewiky (K) 14K Gold Plated Jewelry Exclusive K,1.0,4532.0,4532.0,7871.0,7871.0,,,Tewiky,项链,,,products_sales_us.csv,60.0,56.6,60.0,20.0,60.0,60.0,57.6,52.0,53.0,
292,High Heels Rhinestone Tassel Keychain - Pink Glitter Shoe Charm with Gold Tone Hardware,,2119.0,4.92,8241.0,14.48,15.5,,MYS Scents,钥匙扣,,,products_sales_us.csv,60.0,47.8,77.5,20.0,60.0,60.0,51.4,56.4,53.0,
280,Blissy Silk Bonnet – 100% Mulberry Silk – Anti-Frizz Hair Protection – Extends Blowouts,68.36,2182.0,11.52,4.11,255.89,20.0,,BlissyBrand,头绳,,,products_sales_us.csv,40.0,49.7,100.0,20.0,60.0,60.0,52.8,55.0,52.9,
327,"Fintie Unisex Vegan PU Leather Eyeglasses Holder Stand - Plush Lining, Magnetic Base, Durable Portable Glasses Storage, Ideal for Bathroom Use, Anniversary/Christmas/Birthday Gift Eyewear Accessory, Computer Desk, Anniversary Gift, Quirky Gifts",,1966.0,2.49,3.43,42.45,10.0,,Fintie LLC,眼镜盒与配件,,,products_sales_us.csv,60.0,49.0,50.0,44.0,60.0,60.0,52.3,54.3,52.8,
362,"To My Son Infinity Knot Bracelet, Forever Linked Together Leather & Stainless Steel Engraved Jewelry from Mom for Birthday Christmas",12.99,1823.0,2.32,3649.0,4.46,5.0,,Lyaney,手环与手链,,,products_sales_us.csv,100.0,46.7,25.0,20.0,60.0,60.0,50.7,57.2,52.8,价格战红海
55,"Fashion Metal Square Frame Flat Lens Outdoor Versatile Anti-Blue Light Trendy Casual Glasses, Square Frame Eyewear, Square Frames Eyeglasses, Casual Style, All Seasons, Plain Pattern",2.71,4599.0,1.53,1.64,8.97,8.0,,Zanobia,镜框与镜片,,,products_sales_us.csv,60.0,65.6,40.0,20.0,60.0,60.0,63.9,47.0,52.7,
276,〖Summer Vibes〗1/2 PCS Retro Oversized Aviator Sunglasses for Women Men 70s Style UV400 Protection Luxury Thick Frame Fashion Shades,,2194.0,2.81,4674.0,6.24,15.0,,TS Fashion Boutique,太阳镜,,,products_sales_us.csv,60.0,48.0,75.0,20.0,60.0,60.0,51.6,55.8,52.7,
199,"Tewiky Men's 2-Piece 3mm Layered Cuban Link & Rope Chain Necklaces Set, 18-28in Silver Trendy Summer Vibes Jewelry, 2 piece sets for Boyfriend Anniversary & Birthday Gifting, Gifts For Boyfriend, Birthday Gifts For Bf, Stylish Accessories, Guys Gifts, Uni",,2617.0,4.57,2.54,40.96,13.0,,Tewiky official,项链,,,products_sales_us.csv,60.0,52.8,65.0,20.0,60.0,60.0,55.0,53.2,52.6,
374,Retro Oversized Aviator Sunglasses for Women Men 70s Style UV400 Protection Luxury Thick Frame Fashion Shades#SummerVibes,,1780.0,2.04,4.41,134.35,15.0,,A.June's Shop,太阳镜,,,products_sales_us.csv,60.0,47.8,75.0,20.0,60.0,60.0,51.4,55.8,52.6,
406,"Cross Necklace for Men, Layered Mens Cross Necklaces Stainless Steel Cross Pendant Cuban Link Rope Chain",,1680.0,2.96,9556.0,15.82,12.5,,Bijou B1iss,首饰套装,,,products_sales_us.csv,60.0,46.2,62.5,36.0,60.0,60.0,50.3,55.8,52.6,
47,20G(0.8mm)/18G(1.0mm) 8mm Horseshoe Nose Hoop Internally Threaded Gems Nose Ring with Free Ball Holder | Caution: Avoid Overtightening; Pre-Tighten with Provided Tool then Complete Tightening by Hand,,4939.0,5.21,9.36,133.5,10.0,,Neeyer Beauty USA,身体饰品,,,products_sales_us.csv,60.0,59.7,50.0,20.0,60.0,60.0,59.8,49.5,52.4,
284,"Sohochic Women's 20in Clip-in Synthetic Artificial Hair Extensions, 4PCS Thick Double Weft Hairpieces with Styling Clips, S-Blonde Brown Mix Wine Red S-Dark Brown Long Volume Wavy/Straight Daily Use Fashion Accessory",27.43,2160.0,7.61,5285.0,19.02,,,WIG QUEEN,发夹发簪,,,products_sales_us.csv,70.0,47.9,60.0,20.0,60.0,60.0,51.5,55.5,52.4,
416,Rainbow-Daily New Arrivals |Acrylic Bead Mix for DIY Craft Beadable Pen Bracelets Phone Charms Necklaces Versatile Use,,1653.0,4.57,1993.0,5.62,15.5,,RainbowDIYbead,手环与手链,,,products_sales_us.csv,60.0,46.1,77.5,20.0,60.0,60.0,50.2,56.4,52.4,
91,"Minimalist Mini Pouch Keychain Accessory - Cool Key Organizer for Storing Earbuds & Small Gadgets, Ideal Back to School Haul Gifts for Graduation, Party Favors & School Rewards, Cool Keychains, Unisex",1.0,3916.0,1.53,4356.0,1.64,12.0,,Gubercen,钥匙扣,,,products_sales_us.csv,60.0,54.4,60.0,20.0,60.0,60.0,56.0,52.0,52.3,
75,[Can be trimmed] Mens Belt Leather Ratchet Easy Release Belt For Men Designer Belt Dress and Casual with Adjustable Buckle for Men's Wear Gift/ fathersdaygift/ accessories men/business belt no hole Durable Belts Western Belts,,4227.0,5.42,3.76,71.31,10.0,,FortuneAdorn,皮带,,,products_sales_us.csv,60.0,59.0,50.0,20.0,60.0,60.0,59.3,49.5,52.2,
140,Clip in Curly Hair Extensions 4PCS Long Wavy Synthetic Thick Hairpieces with Fiber Double Weft for Women Hair Full Head,,3170.0,3.8,2.01,27.49,11.0,,YeseGohair,化纤接发&发片,,,products_sales_us.csv,60.0,56.5,55.0,20.0,60.0,60.0,57.6,50.8,52.2,
240,rosted Drawstring Bag Travel Drawstring Packing Bag Waterproof Packing Bag,19.99,2385.0,6.3,1.23,62.43,1.0,,KooKaStyle,发带发箍,,,products_sales_us.csv,100.0,54.8,5.0,20.0,60.0,60.0,56.4,52.2,52.2,价格战红海
291,"OUFER 20G ASTM F136 Titanium Threadless Push Pin Flat Back Nostril Nose Ring - 7mm Bar Heart-Star, Flat Pierced Threadless Non Tarnish Dainty CZ Body Jewelry for Women’s Helix Lobe Piercings, Flat Pierced Jewelry, Threadless Jewelry in Silver/Gold/Black",,2127.0,3.2,8016.0,11.39,14.5,,Oufer Body Jewelry Studio,身体饰品,,,products_sales_us.csv,60.0,47.8,72.5,20.0,60.0,60.0,51.5,55.1,52.2,
28,"Women's Peacock Print Cape Shawl & Scarf Set, Elegant Beach Cover-Up For Holiday Vacation, Swimsuit Cover Up",,6246.0,6.05,23.01,276.91,8.0,,IROJEFF,围巾&围脖,,,products_sales_us.csv,60.0,63.7,40.0,20.0,60.0,60.0,62.6,47.0,52.1,
210,PALESHY Polarized Photochromic HD Sunglasses for Men Women UV400 Protection Ultralight Eyewear Day Night Safety Glasses for Fishing Golf Outdoor Activities Classic Rectangular Design,,2539.0,2.94,4.39,51.03,13.0,,HEIDI GLASSES,太阳镜,,,products_sales_us.csv,60.0,51.1,65.0,20.0,60.0,60.0,53.8,53.2,52.1,
408,"ZHESHY Dainty Flower Necklace 14K Gold Plated Flower Collarbone Chain Women's Cute Simulated Diamond Necklace Personalized Fashion Gold Jewelry Gifts for Teen Girls, Mothers and Girlfriends",,1678.0,1.91,4125.0,4.5,15.0,,ZHESHY,项链,,,products_sales_us.csv,60.0,46.1,75.0,20.0,60.0,60.0,50.3,55.8,52.1,
113,"EyeconicFinds Women's Oversized Polarized Sunglasses - Large Frames, UV400 Protection, Lightweight, Trendy, Anti-Glare Frames, Beachwear, Accessories for Women, Suitable for Large Faces, Ideal for Driving, B0250, Over-Glasses Frames",,3466.0,3.86,1.95,19.36,10.0,,EyeconicFinds,镜框与镜片,,,products_sales_us.csv,60.0,58.3,50.0,20.0,60.0,60.0,58.8,49.5,52.0,
390,"Unisex Modern Leather Eyeglasses Case - Lightweight Soft Zippered Pouch with Belt Loop Clip, Portable Sunglasses Organizer for Adults, Men's Accessories, Youth, Teenager, Travel, Camping",,1730.0,1.48,1731.0,1.48,10.0,,Xuudoo,眼镜盒与配件,,,products_sales_us.csv,60.0,46.3,50.0,44.0,60.0,60.0,50.4,54.3,52.0,
449,"Frameless Glasses with Blue Light Blocking - HD Clear Lenses & Sparkling Diamond-Cut Edges, Fashion Metal Temples for Women Men, Computer Gaming Readers, Daily Street Style Eyewear",,1558.0,2.03,9790.0,12.86,15.0,,StarH,镜框与镜片,,,products_sales_us.csv,60.0,45.7,75.0,20.0,60.0,60.0,50.0,55.8,52.0,
468,"EC 50g Fluffy Hair Topper for Women with Thinning Hair | 14in Free Parting Straight Natural-Looking Hairpiece with 3 Anti-Slip Clips | Hand-Knotted Breathable Lace Base | Full Crown Coverage, Gray Root Coverage & Instant Volume",,1510.0,4.71,1590.0,5.01,15.0,,EC Wigs Shop,化纤接发&发片,,,products_sales_us.csv,60.0,45.5,75.0,20.0,60.0,60.0,49.9,55.8,51.9,
124,"Men's New Full Frame Square Glasses, Retro Dual Bridge Design, Imitation Wood Texture Temples, Metal Frame, Classic Fashion Decorative Eyewear, Trendy Vintage Eyeglasses, Square Frames Eyeglasses, Fashionable Frames Glasses, Stylish Trendy Eyewear",2.5,3360.0,9137.75,1.03,3.05,8.0,,GM Glaases,太阳镜,,,products_sales_us.csv,60.0,62.5,40.0,20.0,60.0,60.0,61.8,47.0,51.8,
174,"Women's Yaki Straight Layered U Part Wig, Glueless Clip-In Half Wig, Convenient Wigs, Realistic Natural Look, Heat-Resistant Synthetic Hair, Synthetic Material Wigs",,2825.0,6.0,5599.0,10.47,8.0,,Fancee Hair,化纤全机制头套,,,products_sales_us.csv,60.0,50.4,40.0,44.0,60.0,60.0,53.2,51.8,51.7,
33,"U Shape Hair Finishing Fixer Comb, 3 Pieces Bobby Bangs Holder Styling Tool Stretchable Hair Pin U Shape Wavy Comb Clips Spring Headband Circle Styling Black Pins Bun Hairpins for Women Girl",,5882.0,4.43,6169.0,4.64,8.0,,Findry,发夹发簪,,,products_sales_us.csv,60.0,61.6,40.0,20.0,60.0,60.0,61.1,47.0,51.5,
107,"【Flash Sale】Men's Cowhide Elastic Adjustable Waist Leather Belt, Modern Easy-Release Ratchet Buckle, Elegant Design for Dress & Casual Wear, Men's Accessories, Gifts for Boyfriend, Gift Box Included, Leather Belts, Adjustable Waist Belt,summerwins summerw",,3547.0,4.25,3.07,45.79,10.0,,VATAN SHOP,皮带,,,products_sales_us.csv,60.0,56.6,50.0,20.0,60.0,60.0,57.6,49.5,51.5,
114,"Women's Colorblock Print Long Relaxed Fit Scarf-Poncho Set, Soft Comfortable Casual Shawl, Beach Outdoor Wear Sunproof Swimwear Coverup, All-Seasons Fashion Accessory for Spring Style Upgrade",,3462.0,2.97,1.22,10.47,8.0,,Morning Glory,围巾&围脖,,,products_sales_us.csv,60.0,61.6,40.0,20.0,60.0,60.0,61.1,47.0,51.5,
308,TEWIKY Ankle Bracelets For Women Waterproof Chunky Cuban Link Chain Trendy Large Layer Anklet Set Jewelry Gift for fashion For Summer Jewellery dealsforyoudays Jewlery anklet For Valentine's Day gifts,,2045.0,2.75,1.54,20.38,12.0,,Tewiky,脚链,,,products_sales_us.csv,60.0,51.6,60.0,20.0,60.0,60.0,54.2,52.0,51.5,
315,Tahikie Burmese Curly 7x6 HD Lace Pre Plucked Glueless 99J Burgundy Deep/Kinky Curly / Deep Wave / Body Wave / Water Wave Human Hair Wigs Upgrade With Drawstring Cap One-Step Invisible Hairline For Women #tiktokshopmemorial#TikTokShopBackToSchool#SohoChic,,2017.0,19.41,1.79,163.73,1.0,,Tahikie,真人发发块头套,,,products_sales_us.csv,60.0,50.9,5.0,76.0,60.0,60.0,53.6,49.5,51.4,
364,"goodr Amelia Earhart Ghosted Me Large Size (Mach G) Translucent Brown Frame with Brown Lens, UV400, No Slip No Bounce No Tangle",30.0,1816.0,6.81,1.9,68.9,10.0,,goodr,太阳镜,,,products_sales_us.csv,70.0,49.6,50.0,20.0,60.0,60.0,52.7,53.0,51.4,
155,"Women's Compact Preppy Look PU Leather Lip Balm Holder Keychain - Heart Design Keychain with Heart Mirror, Portable Lipstick Case Bag Charm, Mini Gifts for Teen Girls, Keychains For Women",2.0,2984.0,6022.0,2997.0,6047.87,12.0,,Gubercen,钥匙扣,,,products_sales_us.csv,60.0,50.9,60.0,20.0,60.0,60.0,53.7,52.0,51.3,
340,"Unisex 2026 Tactical Metal Hook Waist Band - Invisible Buckle Low Profile Elastic Fabric Belt, Soft Adjustable Side, Men's Adjustable Band, Men's Accessories, Accessories Adults, Adjustable Band Men's Belts",8.7,1893.0,2.03,2678.0,2.87,3.0,,Novira,皮带,,,products_sales_us.csv,100.0,46.9,15.0,20.0,60.0,60.0,50.9,54.8,51.3,价格战红海
204,"Reusable Fine Mesh Wig Dustproof Cover - Breathable Dustproof, Lint-Blocking, Anti-Fouling Wig Accessory for Storage, Travel Use, Blocks Lint",30.0,2589.0,8.31,5013.0,16.21,5.0,,WIG QUEEN,接发与假发配件,,,products_sales_us.csv,70.0,49.5,25.0,44.0,60.0,60.0,52.6,51.5,51.2,
254,Mamushow Hair Customer Wig Pro card,99.0,2292.0,24.91,2.26,245.54,1.0,,Mamushow Hair Fashion,化纤装扮头套,,,products_sales_us.csv,40.0,51.6,5.0,100.0,60.0,60.0,54.1,47.2,51.2,
386,"Full Shine Butterfly Weft Hair Extensions Real Human Hair Hole Weft Invisible Genius Weft #TikTokShopDealsforYouDays #SummerWins #SummerVibes,summerwins, Human Hair Bundles, Extensions Hair",28.7,1741.0,5.73,6973.0,26.45,11.0,,FullShineHair Store,真人发接发&发片,,,products_sales_us.csv,70.0,46.4,55.0,20.0,60.0,60.0,50.5,54.2,51.2,
112,"Mother's Day Gift Women's Fashion Jewelry Set, Fashionable Jewelry, Heart Key Butterfly Design Rings, Dainty Stacking Rings, Stackable Rings, Adjustable Rings, Interlocked Stackable Rings, Beautiful Rings, Perfect Gift for Women &",1.5,3467.0,5585.19,1.4,2.85,8.0,,XUYU Jewelry,戒指,,,products_sales_us.csv,60.0,60.4,40.0,20.0,60.0,60.0,60.3,47.0,51.1,
186,"New 2026 Ramiss Burmese Curly Crochet Human Hair for Mircale Knots Boho Braids 4-5 Packs for Full Head, Pre-Separated 60g/Pack Time-Saving, 50 Strands/Pack Water Wave Machine Made Feather Crochet Human Hair Extension Pre Looped#SummerWins #DealsForYouDays",35.5,2744.0,11.0,1.01,45.61,6.0,,Ramiss Hair,真人发接发&发片,,,products_sales_us.csv,70.0,58.6,30.0,20.0,60.0,60.0,59.0,48.0,51.1,
338,13*4 Lace Front Wig 26'' Ombre Blonde Layered Wave Synthetic Glueless Lace Wig Long Wavy Hair with Baby Hair Pre Pluck Ombre Wigs for Women Natural Daily Use,,1897.0,9.33,1.03,48.73,3.0,,NAYASA Hair,化纤前蕾丝头套,,,products_sales_us.csv,60.0,52.7,15.0,60.0,60.0,60.0,54.9,48.8,51.1,
98,Turandoss Tiny Initial Necklaces for Women Golden Heart Letter A-Z Necklace Dainty Heart Name Necklace Personalized Initial Tag Pendant Birthday Gifts Anniversary Gifts Jewelry for Women Girls Mother's Day Gift summerwins,,3750.0,6.04,8.32,131.31,10.0,,Turandoss-Jewelry,项链,,,products_sales_us.csv,60.0,55.1,50.0,20.0,60.0,60.0,56.6,49.5,51.0,
154,"ZENOTTIC Daily Retro Sunglasses, High Quality Thick Full Rim Frame with Anti-Glare TAC Lenses UV400 Protection, Summer Outifit, Travel Essentials, Summer Wins",,2987.0,5.57,2.44,43.39,10.0,,ZENOTTIC,太阳镜,,,products_sales_us.csv,60.0,54.8,50.0,20.0,60.0,60.0,56.3,49.5,50.9,
261,"GANIA Gold-Tone & Silver-Tone Hoop Earrings for Women – Brass Base, Lightweight Multi-Size Hoops Set (30/40/50/60mm), Daily Jewelry Gift for Girlfriend Wife Mom",,2246.0,3.37,1.1,15.8,10.0,,GANIA,耳环,,,products_sales_us.csv,60.0,54.6,50.0,20.0,60.0,60.0,56.2,49.5,50.9,
42,"Geometric Acrylic Beaded Choker Necklace, Boho Style Heart Pendant, Lockbone Chain for Women, Summer Beach Wear",,5236.0,4.18,6791.0,5.11,8.0,,Sophisticated Chains,项链,,,products_sales_us.csv,60.0,59.2,40.0,20.0,60.0,60.0,59.4,47.0,50.8,
307,GWZHL-Gift Internet Celebrity Cute Keychain Blind Bag Cartoon Resin Cute Packaging Pendant Kindergarten children's Gift Stall Prize,0.99,2052.0,2242.2,6526.0,7093.08,5.0,,RegalRegal,首饰吊件及装饰,,,products_sales_us.csv,35.0,47.5,25.0,92.0,60.0,60.0,51.3,48.9,50.8,
350,"Unisex Pebbled Pattern Roller Belt, Colorful Crosses Detail, Retro Vine Style Buckle, Fashion Clothes Accessory for Youth, Belts",,1855.0,3.55,3083.0,5.74,13.0,,Thrivedina,皮带,,,products_sales_us.csv,60.0,46.8,65.0,20.0,60.0,60.0,50.8,53.2,50.8,
242,"Gothic Charm Bracelet for Women, Vintage Witchcraft Aesthetic Jewelry with Celestial Moon & Pentagram Charms, Adjustable 2-in-1 Casual Anklet Chain, Jewelry For Women, Gothic Style, Anklets For Women",,2378.0,1.74,3491.0,2.9,12.0,,Stella Silver,手环与手链,,,products_sales_us.csv,60.0,48.7,60.0,20.0,60.0,60.0,52.1,52.0,50.6,
314,"MILACOLATO Cubic Zirconia Stud Earrings Hypoallergenic 925 Sterling Silver Post Earrings Big Brilliant Stud Earrings for Women Men, Men's Accessories, Gifts For Boyfriend",,2019.0,2.35,5.09,57.47,12.0,,MILACOLATO OFFICIAL,耳环,,,products_sales_us.csv,60.0,48.6,60.0,20.0,60.0,60.0,52.0,52.0,50.6,
459,Dearmay 5 Pairs Hoop Earring Sets for Women 14K Gold Plated Earring Stacks Small Earrings Hypoallergenic Waterproof Multiple Cartilage Earring Jewelry Gifts for Girls,,1535.0,2.21,1.71,23.75,12.0,,Dearmay,耳环,,,products_sales_us.csv,60.0,48.4,60.0,20.0,60.0,60.0,51.9,52.0,50.5,
147,"New Fashion Retro Square Frame Glasses, High Quality Versatile Trendy Casual Eyeglasses for Daily Wear, Trendy Vintage Eyewear for Men & Women, Stylish Square Frames, Fashionable Frames Glasses",2.6,3103.0,8795.08,1.45,5.08,8.0,,Oticala,太阳镜,,,products_sales_us.csv,60.0,58.1,40.0,20.0,60.0,60.0,58.6,47.0,50.4,
184,EOM 14K Gold Plated Moissanite Waterproof Hip Hop Unisex Chained Ring Silver-Plated Jewelry Perfect Birthday Engagement Wedding Anniversary Gift for Men Women,,2755.0,3.69,1.09,14.73,8.0,,EOM.Jewelry,戒指,,,products_sales_us.csv,60.0,58.0,40.0,20.0,60.0,60.0,58.6,47.0,50.4,
223,Onetide Hair Glueless Wigs Human Hair Short Afro Kinky Curly Wigs For Women Human Hair Put on & go Hair Strong Fluffy and Long－Lasting Glueless Wigs 80s 90s Hair Kinky Curly Wig Cosplay or Daily Use Wigs High Density Work Wig Vietnamese Human Hair,,2480.0,5.51,1.96,40.59,10.0,,ONETIDE Hair Store,真人发全机制头套,,,products_sales_us.csv,60.0,53.0,50.0,20.0,60.0,60.0,55.1,49.5,50.4,
237,"Handmade Crocheted Yarn Flower Bouquet with Pink Wrapping - Artificial Knitted Rose Arrangement, Long-Lasting Home Decor, Ideal Gift for Women, Carefully Packaged, Promptly Shipped, Customer Service Support (Contact Customer Service for Queries)",16.0,2399.0,41.89,2769.0,49.29,1.0,,peaouter,脚链,,,products_sales_us.csv,100.0,48.8,5.0,20.0,60.0,60.0,52.2,52.2,50.4,价格战红海
248,JASGOOD Women Wide Chunky Belt for Dresses Fashion Thick Suede Belt with Gold Buckle,,2324.0,5.72,1.58,37.14,10.0,,JASGOOD,皮带,,,products_sales_us.csv,60.0,53.1,50.0,20.0,60.0,60.0,55.2,49.5,50.4,
5,"Kimorn Fashion Glasses for Women, High Quality Lightweight Square Frames with Blue Light Blocking & UV400 Protection, Gifts for Women, High Quality Eyewear, Accessories For Women",,1.12,17.2,4.25,58.74,15.0,,AE Glasses,镜框与镜片,,,products_sales_us.csv,60.0,40.0,75.0,20.0,60.0,60.0,46.0,55.8,50.3,
193,"Men's Stainless Steel Fashion Jewelry Set, Casual Punk Cross Pendant Necklace Chain Bracelet Ring Set, Geometric Pattern, All Seasons Gift, Necklace and Bracelet Set",,2681.0,2.89,6062.0,5.53,8.0,,Fashion New Jewelry,首饰套装,,,products_sales_us.csv,60.0,49.8,40.0,36.0,60.0,60.0,52.9,50.2,50.3,
366,Full Shine Tape in Hair Extensions Natural Straight Real Human Hair 20 Pcs 50 Gram for Beauty Women Seamless Hair Double Sided for Skin Weft Tape in Hair Length And Volume Natural Long Hair Look Realistic Hairpiece #sohochic #TikTokShopBackToSchool,,1808.0,3.46,5.06,189.85,12.0,,FullShineHair,真人发接发&发片,,,products_sales_us.csv,60.0,47.7,60.0,20.0,60.0,60.0,51.4,52.0,50.3,
159,"GANIA Art-designed personalized name letter necklace, free of allergenic ingredients, with adjustable size. It is an excellent Valentine's Day gift for women and girls.",,2936.0,4.32,6.08,72.67,10.0,,GANIA,项链,,,products_sales_us.csv,60.0,52.3,50.0,20.0,60.0,60.0,54.6,49.5,50.2,
120,"New 2026 Ramiss Burmese Curly Crochet Human Hair Pre-Separated 50g/Pack Time-Saving, 40 Strands/Pack Mircale Knots Hot braids,4-5 Packs for Full Head Protective Styles Light Weight No Tension Reusable Feather Crochet Extension #SummerWins #DealsForYouDays",,3381.0,13.79,1.11,48.22,6.0,,Ramiss Hair,真人发接发&发片,,,products_sales_us.csv,60.0,61.9,30.0,20.0,60.0,60.0,61.3,44.5,50.1,
337,"Seagull MINE! Button Keychain-Real Sound & LED Light, Funny Interactive Gift for Friends & Family campingessentials",,1904.0,2.82,6950.0,10.61,12.0,,HappyNest Mart,钥匙扣,,,products_sales_us.csv,60.0,47.0,60.0,20.0,60.0,60.0,50.9,52.0,50.1,
463,"VORTENEA Satin-Lined Skull Cap with Embroidered Cross - Machine Washable, Prevents Frizz, Retains Moisture, Comfortable Fit",,1520.0,4.13,7574.0,19.65,12.5,,Vortenea,帽子,,,products_sales_us.csv,60.0,45.6,62.5,20.0,60.0,60.0,49.9,52.6,50.0,
100,"Women's Multi-Color Sports Training Headbands, Workout Headbands, Gym Headband, Elastic Sweat-Absorbing Hair Bands, Yoga Running Exercise Fashion Accessories, Sweat-Wicking Headband for All Seasons, Elastic Sweatband Headband, Stretchy Headbands",2.0,3695.0,7569.54,4.34,18.35,8.0,,Shenzhen Songlin,头绳,,,products_sales_us.csv,60.0,56.2,40.0,20.0,60.0,60.0,57.3,47.0,49.9,
176,JBEXTENSION No-bend Hair Clips No-crease Hair Clips Styling Duck Bill Clips No-dent Alligator Hair Barrettes for Salon Hairstyle Hairdressing Bangs Waves Women Girl Makeup Application 1 Pcs,4.49,2813.0,1.84,7.66,37.69,10.0,,Jbextension.usa,发夹发簪,,,products_sales_us.csv,60.0,51.5,50.0,20.0,60.0,60.0,54.0,49.5,49.9,
417,"Tewiky Easter Gifts Upgraded Crown Cross Necklace for Women, Crown Cross Pendant Necklace, Non-Tarnish Faith Jewelry for Women, Christian Religious Gifts for Her",,1651.0,1.89,14.96,195.69,12.0,,Tewiky,项链,,,products_sales_us.csv,60.0,46.4,60.0,20.0,60.0,60.0,50.5,52.0,49.9,
415,Full Shine Seamless Clip In Human Hair Extension Straight Hair 120g 8 Pcs Easy to Apply Natural Straight Remy glueless Hairpiece #sohochic #TikTokShopBackToSchool,,1654.0,7.8,2.04,144.64,11.0,,FullShineHair,真人发接发&发片,,,products_sales_us.csv,60.0,48.6,55.0,20.0,60.0,60.0,52.0,50.8,49.8,
157,"2026 Unisex Large-Frame Fashion Glasses, Trendy Square Sunglasses, Square Framed Sunglasses, Trendy Beach Eyewear, Retro Design for Daily Wear, Photography, Travel, Beach, All Seasons, Vintage Trendy Sunglasses",2.86,2973.0,8902.13,2.0,7.56,8.0,,Bigger glasses,太阳镜,,,products_sales_us.csv,60.0,55.5,40.0,20.0,60.0,60.0,56.9,47.0,49.7,
347,"Tasiso Women's Dainty Gold Cross Necklace - 15""+2"" Extension Chain, Hypoallergenic, Eco-Friendly Gold Jewelry, Exquisite Chic Cute Accessories for Women, Mother's Day Gift for Mom",,1864.0,2.63,1.5,16.95,10.0,,Tasiso,项链,,,products_sales_us.csv,60.0,50.7,50.0,20.0,60.0,60.0,53.5,49.5,49.7,
447,"2025 Trendy Self-Adhesive Stud Stickers – Faux Piercing for Ears, Nose, Lips & Brows!",,1560.0,1.39,9245.0,7.28,12.0,,xoriginal,身体饰品,,,products_sales_us.csv,60.0,45.7,60.0,20.0,60.0,60.0,50.0,52.0,49.7,
454,"Holylegend 14K Real Gold-Plated Milano Rope Chain Necklace for Men, Affordable Trendy Gold Plated Necklace with Multi-Angle Reflective Shine, Gift for Fashion Lovers,Father's Day Gift",,1546.0,4.22,7505.0,19.64,12.0,,Holylegend Jewelry USA,项链,,,products_sales_us.csv,60.0,45.7,60.0,20.0,60.0,60.0,50.0,52.0,49.7,
