rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,sales_growth,source
295,"Energy magnet bracelet, eco-friendly alloy with diamonds, adjustable ladies' wristband，Valentine's Day gift, Christmas gift",6.9,2107.0,16700.0,59400.0,571500.0,10.0,,LINTNIPIECD,手环与手链,,,43.53,products_sales_us.csv
296,"Fashion Metal Frame Men‘s Sunglasses Case - Great for Cycling, UV protection, Driving, Fishing & Outdoors",,2105.0,85700.0,2443.0,99000.0,12.0,,LEATHEM,眼镜盒与配件,,,522.78,products_sales_us.csv
297,Pizazz 1 Piece Silk Satin Hair Ties Ponytail Holder,56.99,2103.0,119800.0,7258.0,435300.0,14.5,,Pizazz Hair Shop,头绳,,,-47.23,products_sales_us.csv
298,"Women's 9pcs Copper Non-Piercing Nose Clips - U-Shape, Star, Love, Crown Designs with Zirconia, Aesthetic Whimsical Fake Nose Rings, Funky Unique Accessories for Women, Chic Whimsical Gifts (TikTok Shop Spring Glow Up Pick), Teenage Girls Gifts",8.9,2101.0,20300.0,11800.0,113400.0,15.0,,Arpurraina2,身体饰品,,,-22.16,products_sales_us.csv
299,"Women's 4-Piece Semi-Rimless Oversized Square Sunglasses - Chic Black Anti-UV Minimalist Eyewear, Leopard Print Styles for Streetwear, Outdoor Use, Back to School Sports Eyewear",9.99,2100.0,22100.0,2936.0,30600.0,12.0,,Halo Daily Shop,太阳镜,,,195.77,products_sales_us.csv
300,"2 Pcs Gold Anklets for Women, Waterproof 14K Gold Plated Cuban Link Cuban Chain Anklet and Beaded Stackable Bracelets, Non-Tarnish Lightweight Custom Jewelry Gifts Layered Anklet",2.78,2089.0,4047.97,9537.0,19600.0,8.0,,TIK FANS TOK,脚链,,,29.19,products_sales_us.csv
301,"6 Pairs Retro Small Frame Classic Sunglasses for Men and Women, Vintage Trendy Sunglasses, Casual Sunglasses, Stylish Travel Sunglasses for Everyday, Versatile UV Protection Glasses",3.6,2087.0,7836.64,29300.0,234400.0,8.0,,ClearLen,太阳镜,,,-18.95,products_sales_us.csv
302,1 Count Soft Scrunchies Random Color,99.0,2079.0,228700.0,4913.0,547500.0,1.0,,Mamushow Hair Fashion,头绳,,,153.54,products_sales_us.csv
303,"YAPPY Inspirational Bible Verse Bracelets for Women & Men, Reversible Waterproof Design with NFC Daily Faith Quotes, Great GF or BF Gift, Gifts For Women, Gf Gift",11.2,2074.0,30800.0,295200.0,3885300.0,15.0,,Yappy Bracelets,手环与手链,,,4.54,products_sales_us.csv
304,"Cute leopard print plush sleep cap with bear ears and a bow; women’s sleep cap with ruffle detailing and satin lining; anti frizz hair protection night cap; soft, stretchy headwear suitable for curly haired users during sleep, everyday beauty routines, an",12.9,2072.0,30100.0,2794.0,40800.0,12.0,,CANDY YOYO,帽子,,,1446.27,products_sales_us.csv
305,ISEE HAIR 250% Kinky Curly Wear Go Half Wig – Glueless Human Hair Wig Invisible Hairline Drawstring Seamless Blend Beginner Friendly Hairpiece No Leave Out Flip Over Wig Summer Hairstyles Budget Friendly Wig Beach Essential#SoHoChic#TikTokShopBackToSchool,,2071.0,231700.0,55600.0,5517500.0,3.0,,ISEE HAIR BEAUTY,真人发全机制头套,,,-20.22,products_sales_us.csv
306,"2 Pcs Adjust Satin Hair Scrunchies for Women Girls, Adjustable Hair Ties Soft Than Silk for 4c Girlie Thick Curly Natural Hair, Easy to Use Hair Accessories for Afro Puff Loc Ponytails (black)",,2057.0,26300.0,5751.0,69600.0,10.0,,Yuehuan Store,头绳,,,96.47,products_sales_us.csv
307,GWZHL-Gift Internet Celebrity Cute Keychain Blind Bag Cartoon Resin Cute Packaging Pendant Kindergarten children's Gift Stall Prize,0.99,2052.0,2242.2,6526.0,7093.08,5.0,,RegalRegal,首饰吊件及装饰,,,88.43,products_sales_us.csv
308,TEWIKY Ankle Bracelets For Women Waterproof Chunky Cuban Link Chain Trendy Large Layer Anklet Set Jewelry Gift for fashion For Summer Jewellery dealsforyoudays Jewlery anklet For Valentine's Day gifts,,2045.0,27500.0,15400.0,203800.0,12.0,,Tewiky,脚链,,,-15.29,products_sales_us.csv
309,"S925 Sterling Silver Moonstone Synthetic Women's Adjustable Thumb Open Ring, Victoria Vintage Style Hypoallergenic Nickel Free, Retro Floral, Lucky, Faith, Mother's Love Ring, Bohemian Style, Daily, Party, Holiday, Valentine's Day, Halloween, Easter Gift",21.3,2037.0,50600.0,3448.0,86400.0,10.0,,Vinci Jewelry,戒指,,,46.13,products_sales_us.csv
310,Hot Star 613 Blonde and Neon Red 180 Density Straight and Body Wave HD Transparent 13x6 Lace Front Human Hair Wigs for Women Glueless Brazilian hair Lace Frontal PrePlucked Wig,,2036.0,136300.0,57700.0,3686200.0,1.0,,Hot Star Hair,真人发前蕾丝头套,,,32.21,products_sales_us.csv
311,LaaVoo Micro Ring Hair Extensions Real Human Hair 14-28inch Micro Bead Hair Extensions 57 Grams Summer Outfit,,2035.0,61600.0,39400.0,1199500.0,10.0,,LaaVoohair,真人发接发&发片,,,9.12,products_sales_us.csv
312,"Women's Floral Leopard-Print Shawl Set, Scarf and Matching Headband, Sun-Protection Boho Beachwear Accessory, Boho Style Shawl",10.29,2031.0,39400.0,3210.0,53000.0,8.0,,IROJEFF,围巾&围脖,,,234.6,products_sales_us.csv
313,"70 Pcs Vintage Crystal Ring Set, Jewelry Knuckle Rings for Women, Bohemian Boho Stackable Joint Rings, Retro Joint Finger Rings, Jewellery",8.97,2029.0,26500.0,3831.0,42900.0,8.0,,Drperfect Jewelry,戒指,,,201.04,products_sales_us.csv
314,"MILACOLATO Cubic Zirconia Stud Earrings Hypoallergenic 925 Sterling Silver Post Earrings Big Brilliant Stud Earrings for Women Men, Men's Accessories, Gifts For Boyfriend",,2019.0,23500.0,50900.0,574700.0,12.0,,MILACOLATO OFFICIAL,耳环,,,2025.26,products_sales_us.csv
315,Tahikie Burmese Curly 7x6 HD Lace Pre Plucked Glueless 99J Burgundy Deep/Kinky Curly / Deep Wave / Body Wave / Water Wave Human Hair Wigs Upgrade With Drawstring Cap One-Step Invisible Hairline For Women #tiktokshopmemorial#TikTokShopBackToSchool#SohoChic,,2017.0,194100.0,17900.0,1637300.0,1.0,,Tahikie,真人发发块头套,,,88.33,products_sales_us.csv
316,Frodio Veralux™ Blend Human Hair Boho Curly Wig with Bangs Effortless Shaggy Waves | Ready To Wear#SohoChic,,2015.0,110200.0,36400.0,2130300.0,5.0,,FRODIO,真人发前蕾丝头套,,,149.38,products_sales_us.csv
317,"Elegant Shell Letter Initial Necklace Pendant with Artificial Crystal Beaded Chain, Stylish Stainless Steel Jewelry Gift, Fashion Accessory for All Seasons, Initial Pendant Necklaces",,2012.0,3787.8,12800.0,32400.0,8.0,,yumfeel,项链,,,146.57,products_sales_us.csv
318,Polarized Over Glasses Sunglasses for Women Sunglasses that Fit Over Glasses UV400 Protection for Outdoor Driving,12.6,2000.0,27500.0,21000.0,294100.0,10.0,,SunniesHub,太阳镜,,,-55.8,products_sales_us.csv
319,Wiggins Hair Human Hair Wig for FIVE Stars Review And Sharing Videos Reward,9.99,1999.0,22300.0,27500.0,288700.0,5.0,,Wiggins Hair,发带发箍,,,86.47,products_sales_us.csv
320,[YWIGS] Bulk Human Hair for Braiding No Wefted Natural Color - Human Hair for Boho Braids #backtoschool #backtoschoolshopping #sohochic,,1990.0,106000.0,22900.0,1191600.0,5.0,,YWIGS,真人发接发&发片,,,-32.4,products_sales_us.csv
321,"Men's Plastic Square Round Full Frame Fashion Glasses, Retro Hong Kong Style, Casual Wear, Decorative Eyewear, Classic Elegant Design",3.3,1989.0,6753.05,7846.0,30400.0,8.0,,XINCHI GLASSES,镜框与镜片,,,135.11,products_sales_us.csv
322,"2024 Summer Rhinestone Decorated Trendy Bangle, Elegant Fashion Accessories for Women & Men Daily Wear, Minimalist Aesthetic Jewelry Gift, Copper Bangles, Copper Metal Bracelet, Exquisite Trendy Bracelet, Copper Bracelets",,1987.0,2578.82,39200.0,156200.0,8.0,,Cando Jewelry,手环与手链,,,16.33,products_sales_us.csv
323,OQ HAIR #4 Chocolate Brown Feather Crochet Human Hair Burmese Curly Machine Made Crochet Weave Hair Extensions for Volume and Length #SohoChic #TikTokShopBackToSchool,,1983.0,131800.0,2651.0,177800.0,3.0,,OQ HAIR SHOP,真人发全机制头套,,,1449.22,products_sales_us.csv
324,"New Fashion Unisex Sunglasses for Young Adults, PC Frame, Trendy Casual Sunglasses, Perfect for Daily Wear & Holidays, Modern Trendy Sunglasses",5.4,1975.0,11300.0,6667.0,39800.0,8.0,,Clever Eyes Glasses,太阳镜,,,11.9,products_sales_us.csv
325,"24pcs Women's Leopard Print Sporty Hair Bands, Elastic Stretchy Sweat-Wicking Sports Workout Headbands for Yoga Running Spa, Fashion Dot Hair Accessories",3.38,1974.0,9512.39,4216.0,20800.0,8.0,,Shenzhen Songlin,头绳,,,524.68,products_sales_us.csv
326,"GANIA delicate 26-letter gold pendant with star decorations, an elegant lady's necklace, the ideal choice for Valentine's Day gifts",,1974.0,27800.0,8201.0,113500.0,10.0,,GANIA,项链,,,46.88,products_sales_us.csv
327,"Fintie Unisex Vegan PU Leather Eyeglasses Holder Stand - Plush Lining, Magnetic Base, Durable Portable Glasses Storage, Ideal for Bathroom Use, Anniversary/Christmas/Birthday Gift Eyewear Accessory, Computer Desk, Anniversary Gift, Quirky Gifts",,1966.0,24900.0,34300.0,424500.0,10.0,,Fintie LLC,眼镜盒与配件,,,-15.48,products_sales_us.csv
328,GOO GOO Hair Extensions Tape in Human Hair Natural Straight summer hairstyles #tiktokshopbacktoschool #sohochic,,1957.0,72200.0,100700.0,3639800.0,8.0,,GOO GOO,真人发接发&发片,,,17.61,products_sales_us.csv
329,[Lowest Price Ever]Crochet Human Hair For Knotless Feather Human Hair For Boho Braids 4 to 5Pcs Recommend Multiple Curly & Wave Texture Protective Hairstyles For Black Women #SummerVibes,38.8,1941.0,90500.0,6106.0,302600.0,6.5,,Ishow Hair,真人发接发&发片,,,57.17,products_sales_us.csv
330,Money Magnet! Lucky Four-Leaf Clover Green Aventurine Bracelet - Manifest Wealth & Prosperity Crystal Charm,9.26,1939.0,15300.0,4466.0,36000.0,10.0,,HEILSZHSHOP,手环与手链,,,156.48,products_sales_us.csv
331,"Women's Solid Color Scarf, Casual Soft Comfortable Knit Shawl for Daily Wear, Fashion Accessories for Women & Girls",,1936.0,22100.0,36900.0,495100.0,8.0,,IROJEFF Shop,围巾&围脖,,,45.24,products_sales_us.csv
332,YoungSee Nano Beads Hair Extensions Human Hair Silky Hair Extensions for Women Nano Link to Change Your Look #Summerwins #Dealforyourdays #SummerVibes Natural Looking Hair Summer braids half wig summer hair style glueless wig,,1935.0,60900.0,6795.0,214200.0,11.0,,YoungSee Hair,真人发接发&发片,,,11.91,products_sales_us.csv
333,"17KM Gold Bracelets Jewelry for Women, Waterproof Beaded Strand Bead Ball Bracelet Stack, Adjustable Bracelet for Gifts, summerwins",,1931.0,27800.0,39500.0,540200.0,10.0,,17KM,手环与手链,,,145.05,products_sales_us.csv
334,"Unisex Breathable Skull Cap - Bold Paisley Look, Biking Ready, Adjustable Tie-Back, Cool Helmet Liner, Gym Heat Control, Gym Sweatband Use, 2 Sizes (21.5""-23.5""/55-60cm,24.5""-25.5""/62-65cm), Hand Washable, Outdoor Headwear, Mens Hats, Adults' Accessories",,1921.0,22400.0,5689.0,66500.0,11.0,,Forugift,帽子,,,494.74,products_sales_us.csv
335,"KissYan Initial Letter Pendant Necklace for Men Womens, 14K Gold Plated Square Capital Monogram Necklace Alhpabets from A-Z Figaro Chain Necklace Gifts TikTokShopBackToSchool",,1913.0,36400.0,134900.0,1751800.0,10.0,,KissYanOfficial,项链,,,76.48,products_sales_us.csv
336,"Y2K Pyramid Stud Rivet Waist Belt for Men and Women, Punk Style Belt, Punk Streetwear PU Leather Jeans Accessory, Punk Fashion Belt",4.21,1906.0,10000.0,2935.0,14800.0,8.0,,Chic Trend Belts,皮带,,,89.28,products_sales_us.csv
337,"Seagull MINE! Button Keychain-Real Sound & LED Light, Funny Interactive Gift for Friends & Family campingessentials",,1904.0,28200.0,6950.0,106100.0,12.0,,HappyNest Mart,钥匙扣,,,43.27,products_sales_us.csv
338,13*4 Lace Front Wig 26'' Ombre Blonde Layered Wave Synthetic Glueless Lace Wig Long Wavy Hair with Baby Hair Pre Pluck Ombre Wigs for Women Natural Daily Use,,1897.0,93300.0,10300.0,487300.0,3.0,,NAYASA Hair,化纤前蕾丝头套,,,84.89,products_sales_us.csv
339,"Women's Solid Color Straw Beach Hat, Casual Outdoor Sun Protection Cap for Women & Girls, Fashion Accessories for Daily Wear, Breathable Head Cover",4.5,1897.0,14200.0,13700.0,97000.0,8.0,,Chic Chic Scarves,帽子,,,-10.26,products_sales_us.csv
340,"Unisex 2026 Tactical Metal Hook Waist Band - Invisible Buckle Low Profile Elastic Fabric Belt, Soft Adjustable Side, Men's Adjustable Band, Men's Accessories, Accessories Adults, Adjustable Band Men's Belts",8.7,1893.0,20300.0,2678.0,28700.0,3.0,,Novira,皮带,,,143.94,products_sales_us.csv
341,"Women's Stainless Steel Necklace with Zirconia Cross Crown Initial Pendant, Casual Fashion Lip Chain Jewelry for All Seasons, Letter Necklaces, Cross Design Necklace",2.23,1892.0,4879.58,20600.0,73700.0,8.0,,XinQiBai8 Jewelry,项链,,,99.79,products_sales_us.csv
342,"GOO GOO Invisi Edge Tape in Hair Extensions Remy Human Hair, 14inch-24inch 20pcs 50g, Straight Natural Virgin Remy Hair, Seamless Injected Tape, Natural Look summer hairstyles #tiktokshopbacktoschool #sohochic",,1880.0,99100.0,18100.0,1029900.0,8.0,,GOO GOO,真人发接发&发片,,,12.71,products_sales_us.csv
343,YLNWH Bracelet Helper Tool for Self-Wearing Fastening Assistant Easy to Use Versatile for Various Bracelets User-Friendly Design Ideal for Everyday Use,8.49,1876.0,17100.0,6878.0,60500.0,15.0,,Nuvilite,珠宝调节保护工具,,,-18.43,products_sales_us.csv
344,Beanie Hat,20.0,1868.0,39600.0,2622.0,54700.0,15.5,,Hype Wall,帽子,,,290.79,products_sales_us.csv
345,Cute Bein 40 Inch 613 Blonde 13x6 HD Lace Frontal Wigs Pre Plucked 613 Blonde Corlored Lace Front Human Hair Wigs For Women Can Be Dyed & Restyle,,1868.0,136600.0,41900.0,2574300.0,1.0,,Cute Bein Hair Shop,真人发前蕾丝头套,,,31.92,products_sales_us.csv
346,"SOJOS Retro Trendy Oval Polarized Sunglasses for Women Men, 90s Vintage Circle Round Sunnies",,1865.0,36300.0,6529.0,141000.0,10.0,,SOJOS,太阳镜,,,25.17,products_sales_us.csv
347,"Tasiso Women's Dainty Gold Cross Necklace - 15""+2"" Extension Chain, Hypoallergenic, Eco-Friendly Gold Jewelry, Exquisite Chic Cute Accessories for Women, Mother's Day Gift for Mom",,1864.0,26300.0,15000.0,169500.0,10.0,,Tasiso,项链,,,131.55,products_sales_us.csv
348,"Japanese Street Style Camp Hat, Men's 5-Panel Polyester Baseball Cap, Lightweight & Breathable, Sporty Chic Streetwear, Men's Accessories for Adults, Mens Hats, Accessories Adults, Gifts For Him, Guys Gifts, Cool Gifts For Guys, Baseball Drip",14.96,1863.0,30000.0,7915.0,123600.0,11.0,,TIANYUE Accessories&Hats,帽子,,,-35.76,products_sales_us.csv
349,Lush Haute 13X6 Synthetic Lace Front Wig Kinky Straight Lace Front Wig Pre Plucked 180% Density Yaki Straight Lace Front Wigs For Black Women Heat Resistant Hair,,1856.0,82300.0,18400.0,820900.0,10.0,,Lush Haute,化纤前蕾丝头套,,,112.6,products_sales_us.csv
350,"Unisex Pebbled Pattern Roller Belt, Colorful Crosses Detail, Retro Vine Style Buckle, Fashion Clothes Accessory for Youth, Belts",,1855.0,35500.0,3083.0,57400.0,13.0,,Thrivedina,皮带,,,163.49,products_sales_us.csv
351,【#1 24inch only 53.24】Doores Tape in 10-28'' length Remy Human Hair Extensions Natural Straight#tiktokshopbacktoschool,,1854.0,41500.0,30700.0,768200.0,5.0,,Doores Hair Extensions,真人发接发&发片,,,26.64,products_sales_us.csv
352,"KAIRIYA 18 Inch Long Wavy Ponytail Extension with Elastic Hair Tie, Natural Wavy Hairpieces for Women, Soft Synthetic Hair Extensions for Daily Use",9.0,1850.0,16000.0,2837.0,23800.0,8.0,,KAIRIYA Hair,化纤接发&发片,,,239.45,products_sales_us.csv
353,"KIMORN Oval Cat Eye Polarized Sunglasses for Women, Y2K Vintage Style, for Travel Beach Daily Wear Summervibes",16.99,1850.0,30100.0,2931.0,44800.0,15.0,,AE Glasses,太阳镜,,,196.0,products_sales_us.csv
354,"GOO GOO Hair Extensions Elf Curl Clip in Human Hair Extensions, 7pcs/9pcs 18-24inch curly hair，Elf Curl Clip in Human Hair Double Weft Natural Curl Hair Full Head for Women summer hairstyles #tiktokshopbacktoschool #sohochic",85.4,1848.0,203400.0,8919.0,886800.0,5.0,,GOO GOO,真人发接发&发片,,,2.27,products_sales_us.csv
355,OQ HAIR Burmese Curly Wear Go Half Wig Seamless Water Wave Flip Over Wig 3 IN 1 Wear Go Glueless Human Hair Wigs With Drawstring Invisible Hairline for Beginner Friendly Vacation Hair Wigs #SohoChic #TikTokShopBackToSchool,,1847.0,253200.0,21800.0,2460100.0,3.0,,OQ HAIR STORE,真人发前蕾丝头套,,,3.07,products_sales_us.csv
356,【18”Only $87.99】BANGJAZZ Short Kinky Curly Ready to Wear Glueless Wigs Pre Cut Lace Bleached Konts Closure Wigs Human Hair Wig 200% Density Lace Front Wigs Pre Plucked For Women #TikTokShopBackToSchool,,1844.0,82600.0,33500.0,2708500.0,3.0,,bangjazzhair,真人发前蕾丝头套,,,-7.62,products_sales_us.csv
357,Ishow Burmese Curly Crochet Human Hair With Knotless Colored Pre-Separated Invisible Crochet Hair 27# Boho Braids Vacation Hair #DealsforYouDays #SummerWins,,1842.0,81900.0,1939.0,85800.0,5.0,,Ishow Hair,真人发接发&发片,,,1798.97,products_sales_us.csv
358,Silicone Perfume Oil Keychain - Free With Any Perfume Oil,15.0,1833.0,36100.0,10600.0,191300.0,12.0,,CYKLAR,钥匙扣,,,-6.0,products_sales_us.csv
359,【26“ only $130】Mamushow 3 in 1 Half Wig Burmese Curly 100% Human Virgin Hair Seamless Flip Over Beginner Friendly Glueless Wear & Go Drawstring Clip in Wig Black Color 14-26 Inch 200% Density #TikTokShopBackToSchool#SohoChic,,1833.0,183500.0,6469.0,521100.0,1.0,,Mamushow Hair Fashion,真人发全机制头套,,,166.81,products_sales_us.csv
360,TEWIKY (J) Anklets & Bracelets | 14K Gold Plated Jewelry Auction Exclusive J,16.99,1831.0,32800.0,2318.0,41500.0,,,Tewiky,脚链,,,,products_sales_us.csv
361,"Men's Adjustable Leather Ratchet Belt with Automatic Buckle, No-Hole Dress Belt for Casual & Business Wear, Perfect Gift for Dad tiktokshopbacktoschool,back to school,back to school haul",11.0,1826.0,20600.0,66000.0,724900.0,10.0,,XMWUS,皮带,,,-80.5,products_sales_us.csv
362,"To My Son Infinity Knot Bracelet, Forever Linked Together Leather & Stainless Steel Engraved Jewelry from Mom for Birthday Christmas",12.99,1823.0,23200.0,3649.0,44600.0,5.0,,Lyaney,手环与手链,,,26.95,products_sales_us.csv
363,"New 2026 Ramiss Mircale Knots Crochet Human Hair Loose Deep Pre-Separated 50g / Bundle Time-Saving, 40 Strands, Hot Boho Braids Knotless Feather Crocher Human Hair 4-5 Bundles Recommended for a Full Head",37.3,1818.0,77300.0,6329.0,271400.0,6.0,,Ramiss Hair,真人发接发&发片,,,-10.27,products_sales_us.csv
364,"goodr Amelia Earhart Ghosted Me Large Size (Mach G) Translucent Brown Frame with Brown Lens, UV400, No Slip No Bounce No Tangle",30.0,1816.0,68100.0,19000.0,689000.0,10.0,,goodr,太阳镜,,,19.47,products_sales_us.csv
365,"GANIA Gold-Plated Iris Flower Cross Necklace – Electroplated Finish (Brass Base), Christian Symbol Pendant, Unisex Gift for Daily Wear",,1810.0,27600.0,3282.0,50500.0,10.0,,GANIA,项链,,,654.17,products_sales_us.csv
366,Full Shine Tape in Hair Extensions Natural Straight Real Human Hair 20 Pcs 50 Gram for Beauty Women Seamless Hair Double Sided for Skin Weft Tape in Hair Length And Volume Natural Long Hair Look Realistic Hairpiece #sohochic #TikTokShopBackToSchool,,1808.0,34600.0,50600.0,1898500.0,12.0,,FullShineHair,真人发接发&发片,,,-3.62,products_sales_us.csv
367,Full Shine Clip In Hair Extensions Real Human Hair 7 Pcs Natural Straight 10-28 Inch 100-220 Grams Easy Application for Women Hairpiece Silky Straight Remy Hair #sohochic #TikTokShopBackToSchool,,1801.0,68200.0,41500.0,2587400.0,11.0,,FullShineHair,真人发接发&发片,,,34.7,products_sales_us.csv
368,【V Part Wig No.1】Mamushow V Part Wigs With Invisible Strap Drawstring 100% Human Virgin Hair Body Wave Glueless Wig 180% Density Curly Wigs Natural Black #TikTokShopBackToSchool#SohoChic,,1799.0,128900.0,37400.0,2050900.0,1.0,,Mamushow Hair Fashion,真人发全机制头套,,,140.51,products_sales_us.csv
369,[30inch only $118]Zlzlblbl 13x6 Deep Wave Lace Front Wig Human Hair Pre Plucked 99J Burgundy HD Lace Front Wigs Wine Red Colored Transparent Lace Front Wig Human Hair Pre Plucked With Baby Hair tiktokshopspringglowup Kinky Curly Wig,,1793.0,124500.0,5179.0,370300.0,1.0,,Zlzlblbl Hair Factory Store,真人发前蕾丝头套,,,46.01,products_sales_us.csv
370,S925 Silver Stud Earrings - Classic &Fashion Ear Jewelry Perfect Birthday Mother'sDay Unisex Gift for Men Women Wedding Set,,1792.0,22300.0,10700.0,120400.0,16.0,,Blink n Bling,耳环,,,1471.93,products_sales_us.csv
371,"Vintage Cross Chain Wallet and Jeans Waist Chain, Punk Hip-Hop Two-Layer Metal Belt for Men and Women, All-Season Streetwear Accessory, Waist Jewelry",,1785.0,6593.15,3641.0,14800.0,8.0,,XXG,皮带,,,468.47,products_sales_us.csv
372,"Moomoo Women's 2 Piece Kaftan Set, Oversized Bohemian Rose Floral Print Satin Maxi Dress with Scarf for Party & Beach Vacation, Fashion Apparel, Women's Fashion, 2 Piece Sets, Clothes For Women",,1782.0,23600.0,8070.0,103400.0,10.0,,Laruda-oula,围巾&围脖,,,832.98,products_sales_us.csv
373,Classic Simple 18K Gold Plated Wedding Band Engagement Wedding Ring,1.38,1781.0,3092.09,30100.0,59400.0,8.0,,DAILIJY JEWELRY,戒指,,,264.21,products_sales_us.csv
374,Retro Oversized Aviator Sunglasses for Women Men 70s Style UV400 Protection Luxury Thick Frame Fashion Shades#SummerVibes,,1780.0,20400.0,44100.0,1343500.0,15.0,,A.June's Shop,太阳镜,,,-36.18,products_sales_us.csv
375,"Women's Fashion Print Long Robe Set, Moomoo Dress + Scarf Headband, Casual Woven Fabric, Soft Thin All-Season Wear, Beach Sun Protection",7.6,1779.0,18500.0,20700.0,225000.0,8.0,,IROJEFF,围巾&围脖,,,80.43,products_sales_us.csv
376,"Fashion Men‘s Sunglasses Case - Great for Cycling, Motorcycle Riding, Fishing & outdoors",,1774.0,58700.0,7018.0,242400.0,12.0,,JUICY BONUS,眼镜盒与配件,,,6.67,products_sales_us.csv
377,"8 Pcs Pearl Brooch Pins,Safety Pins for Clothing Dress pants skirt Cardigan Collar，Faux Pearl Rhinestones Brooches for Women Girls Pants Extender Safety Pins",7.99,1773.0,8264.76,4706.0,21100.0,14.0,,QuorraHub,领夹&胸针,,,137.35,products_sales_us.csv
379,"EUNOIALENS Unisex Style 2PCS Chunky Rectangle Full Rim Plastic Bold Frame Sunglasses - UV400 Protection, Standout Beach-Themed, Shared Wear, Men's Accessories, Ideal for Casual Outings & Beach Days, Womens Sunglasses",12.65,1768.0,24400.0,9296.0,135200.0,15.0,,DS high quality goods,太阳镜,,,-3.76,products_sales_us.csv
380,[Set] 14K Real Gold-Plated Cuban Necklace & Bracelet with Miami Link Chain Stainless Steel Thick Anti-Friction Chain and Diamond Clasp for Men and Women 6/8/10/12/14MM Colorfast Waterproof Thickened Hip Hop Jewelry Black Friday,,1764.0,57100.0,7990.0,191600.0,5.0,,KEE Jewellery,项链,,,869.23,products_sales_us.csv
381,1Pack Satin Hair Scrunchies for Women - Glossy Satin Scrunchies for Hair Satin Scrunchies for Girls Holiday Gift Silk Hair Tie No Damage Cute Satin Hair Scrunchie for Styling,15.99,1764.0,31400.0,21900.0,365500.0,10.0,,UA HAIR,头绳,,,-32.9,products_sales_us.csv
382,"Hair Clips 2 Pack – Professional Alligator Clips For Hair, Hair Clips For Styling, Hair Styling Clips, Aligator Clips, Salon Hair Clips, Plastic Hair Clips",15.99,1764.0,31100.0,21900.0,365900.0,10.0,,UA HAIR,发夹发簪,,,-32.85,products_sales_us.csv
383,"3 pieces No Bend Hair Clips, No Crease Hair Clips, Pin Curl Hair Clips for Makeup Hair Styling",15.99,1764.0,31300.0,21900.0,367600.0,10.0,,UA HAIR,发夹发簪,,,-32.85,products_sales_us.csv
384,"Women's Cute Car Bow Decor - Girly Car Accessories, Waterproof Vehicle Decoration, Exterior Accessories for SUV, Sedan & Motorcycle, Daily Driving & Photo Styling Ornament, Car Accessories Cute Car Decals Car Sticker Decal",9.99,1761.0,18600.0,2795.0,29500.0,14.0,,Embercraft,服饰配件套装,,,256.48,products_sales_us.csv
385,YADOCA Hypoallergenic Stud Earrings for Women Men Silver Earrings for Sensitive Ears - 6/8/10mm Cubic Zirconia Earrings Studs-Gold Plated Simulated Diamond CZ Halo Earrings 2/4Pairs Flat Pierced Jewelry accessories,,1756.0,26300.0,7678.0,109500.0,10.0,,YADOCA JEWELRY,耳环,,,1210.45,products_sales_us.csv
386,"Full Shine Butterfly Weft Hair Extensions Real Human Hair Hole Weft Invisible Genius Weft #TikTokShopDealsforYouDays #SummerWins #SummerVibes,summerwins, Human Hair Bundles, Extensions Hair",28.7,1741.0,57300.0,6973.0,264500.0,11.0,,FullShineHair Store,真人发接发&发片,,,28.01,products_sales_us.csv
387,[Blend Natural]UNice Upgrade V Part Glueless Kinky Straight Human Hair Wig with Drawstring No Leave Out Beginner Friendly Easy to Install Summer Wig SummerArrvials #SoHoChic #TikTokShopBackToSchool,,1741.0,135300.0,11300.0,751700.0,3.0,,UNICE,真人发全机制头套,,,200.17,products_sales_us.csv
388,"Women's S925 Real Silver Needle Pearl Ear Studs - Elegant, Modern Female Women's Fashion Jewelry, Niche, Simple, Versatile Accessory for Any Occasion",4.1,1734.0,11900.0,18400.0,129600.0,17.5,,ExaltedShose,耳环,,,156.89,products_sales_us.csv
389,"ViewSelect Blue Light Blocking Progressive Reading Glasses with Spring Hinge - HD Anti-Fatigue Computer Readers for Men & Women (Black, Orange, Clear)",10.0,1733.0,22800.0,3484.0,41800.0,10.0,,Blink n Bling,镜框与镜片,,,35.07,products_sales_us.csv
390,"Unisex Modern Leather Eyeglasses Case - Lightweight Soft Zippered Pouch with Belt Loop Clip, Portable Sunglasses Organizer for Adults, Men's Accessories, Youth, Teenager, Travel, Camping",,1730.0,14800.0,1731.0,14800.0,10.0,,Xuudoo,眼镜盒与配件,,,,products_sales_us.csv
391,TEWIKY (J) Necklace 14K Gold Plated Jewelry Auction Exclusive J,17.99,1730.0,31000.0,2505.0,44900.0,,,Tewiky,项链,,,,products_sales_us.csv
392,Kitsch Extra Wide Spa Headband - Soft and Comfortable Design for a Relaxing Spa Experience,7.4,1729.0,21300.0,17000.0,178000.0,17.0,,Kitsch,发带发箍,,,10.76,products_sales_us.csv
393,"8 Pairs Multicolor PC Frame Sunglasses Set, Fashion Accessories, Chic Sunglasses, Colorblock Lenses, Ideal for Commuting, Street Photography, Gift Option",5.1,1726.0,12200.0,2762.0,20900.0,8.0,,SHUULI,太阳镜,,,94.81,products_sales_us.csv
